ID,VS.5mm.L_GainAntGrCtrlAnt,VS.5mm.L_SmGainAntGrCtrlAnt,VS.5mm.L_LgGainAntGrCtrlAnt,VS.5mm.R_GainAntGrCtrlAnt,VS.5mm.R_SmGainAntGrCtrlAnt,VS.5mm.R_LgGainAntGrCtrlAnt,VS.10mm.L_GainAntGrCtrlAnt,VS.10mm.L_SmGainAntGrCtrlAnt,VS.10mm.L_LgGainAntGrCtrlAnt,VS.10mm.R_GainAntGrCtrlAnt,VS.10mm.R_SmGainAntGrCtrlAnt,VS.10mm.R_LgGainAntGrCtrlAnt
DMHDS1012,-0.043715,-0.103033,0.015603,0.044086,-0.192305,0.280477,-0.12966,-0.235648,-0.023672,0.05244,-0.138024,0.242905
DMHDS1017,0.113284,-0.03795,0.264519,0.203728,-0.019891,0.427347,0.131093,-0.03105,0.293236,0.18865,0.006664,0.370636
DMHDS1022,0.426849,0.263327,0.59037,0.203698,0.149236,0.25816,0.465047,0.329186,0.600908,0.263732,0.181552,0.345912
DMHDS1019,0.408382,0.189363,0.627402,0.213477,0.148881,0.278072,0.197928,-0.016768,0.412625,0.119891,-0.030337,0.27012
DMHDS1024,0.430016,0.179664,0.680368,0.258673,0.130242,0.387105,0.296898,0.114565,0.479232,0.371951,0.210917,0.532985
DMHDS1025,0.356794,0.416131,0.297456,0.193403,0.213738,0.173067,0.165287,0.153589,0.176985,0.034376,0.013081,0.055671
DMHDS1029,0.028601,0.023594,0.033609,0.108705,0.245192,-0.027782,-0.060027,-0.098276,-0.021779,0.000051,0.086108,-0.086006
DMHDS1028,0.300624,0.223428,0.37782,0.024558,0.035251,0.013865,0.32115,0.258203,0.384096,0.246119,0.211105,0.281133
DMHDS1040,0.635495,0.380179,0.890811,0.621879,0.375308,0.868449,0.56227,0.352221,0.772319,0.618168,0.419442,0.816895
DMHDS1043,0.031891,-0.002924,0.066706,0.139405,0.075375,0.203434,0.192574,0.117279,0.26787,0.212642,0.09852,0.326764
DMHDS1052,0.108352,-0.079061,0.295765,0.073065,-0.136251,0.282382,0.125531,-0.077702,0.328765,0.263228,0.05342,0.473037
DMHDS1051,0.227843,0.103415,0.352271,0.172012,0.207167,0.136857,0.201761,0.10974,0.293783,0.197464,0.20404,0.190889
DMHDS1046,0.441662,0.161379,0.721944,0.44938,0.244021,0.654739,0.44861,0.211631,0.68559,0.200386,-0.048702,0.449474
DMHDS1044,-0.07407,-0.090882,-0.057258,0.087459,-0.020213,0.195131,0.073111,0.023681,0.122541,0.173417,0.115253,0.23158
DMHDS1063,0.210078,0.10136,0.318796,0.256589,0.260117,0.25306,0.069266,-0.03571,0.174242,0.120238,0.130467,0.110008
DMHDS1059,0.014188,-0.071705,0.100082,0.051327,-0.038787,0.14144,0.06201,-0.042076,0.166096,0.06237,-0.07029,0.19503
DMHDS1070,0.214,0.256515,0.171484,0.381269,0.241751,0.520786,0.237313,0.219224,0.255402,0.250587,0.170996,0.330177
DMHDS1083,0.239169,0.001436,0.476901,0.320005,0.204851,0.435158,0.230631,0.053476,0.407785,0.30637,0.185309,0.427431
DMHDS1074,-0.015824,-0.267551,0.235903,-0.002787,-0.116462,0.110889,0.01959,-0.18712,0.226299,-0.063601,-0.230685,0.103483
DMHDS1091,0.547383,0.355788,0.738978,0.657762,0.474248,0.841277,0.361848,0.189407,0.534288,0.490424,0.356894,0.623954
DMHDS1092,0.063481,0.003143,0.123819,0.054737,0.092649,0.016824,0.068884,-0.013535,0.151304,0.1178,0.109278,0.126322
DMHDS1095,0.191388,0.149806,0.232971,0.020711,-0.065803,0.107225,0.039434,-0.053981,0.132849,-0.002527,-0.098203,0.093148
DMHDS1108,0.768276,0.556893,0.979659,0.559203,0.467199,0.651207,0.573242,0.385885,0.760598,0.463221,0.358392,0.56805
DMHDS1110,0.176213,0.015618,0.336809,-0.221469,-0.355414,-0.087523,0.124533,0.091325,0.157741,-0.000758,-0.135205,0.133689
DMHDS1112,0.514346,0.642082,0.38661,0.456878,0.397537,0.516219,0.595033,0.740503,0.449563,0.472434,0.433983,0.510885
DMHDS1113,0.684169,0.391612,0.976726,0.373401,0.284909,0.461892,0.518312,0.392948,0.643676,0.393934,0.313312,0.474555
DMHDS1137,0.602227,0.628966,0.575489,0.34296,0.31315,0.37277,0.529152,0.531529,0.526775,0.290628,0.226047,0.355208
DMHDS1138,0.282656,0.18612,0.379191,0.431651,0.30678,0.556522,0.110388,0.031489,0.189288,0.165929,0.045929,0.285929
DMHDS1134,-0.075882,-0.021835,-0.12993,0.088444,0.092103,0.084785,-0.050443,0.018379,-0.119266,0.117529,0.07027,0.164789
DMHDS1128,0.476989,0.67195,0.282027,0.006408,0.11318,-0.100364,0.370691,0.415397,0.325985,0.172446,0.247761,0.097132
DMHDS1150,0.053079,0.016836,0.089322,0.070731,0.024073,0.117389,0.096681,0.086582,0.10678,0.124491,0.08036,0.168623
DMHDS1155,0.3099,0.39588,0.223919,-0.0236,-0.003659,-0.04354,0.224663,0.241145,0.20818,0.066627,0.008743,0.124511
DMHDS1157,0.440248,0.404775,0.475722,0.257865,0.263036,0.252694,0.246071,0.173146,0.318995,0.310162,0.207066,0.413258
DMHDS1166,0.145053,0.123254,0.166853,0.105988,0.098199,0.113777,0.1306,0.0239,0.237299,0.077156,0.037103,0.117208
DMHDS1168,0.115948,0.030378,0.201518,-0.028735,-0.169942,0.112472,0.153436,0.027245,0.279627,-0.034943,-0.181384,0.111498
DMHDS1178,0.098811,0.20643,-0.008809,0.097486,0.160641,0.034332,-0.025655,0.041422,-0.092733,-0.038701,0.002118,-0.079521
DMHDS1190,0.277637,0.206942,0.348331,0.587587,0.311306,0.863868,0.365401,0.271112,0.45969,0.528368,0.377094,0.679642
DMHDS1185,0.066965,-0.042749,0.176679,0.091316,0.054433,0.128199,0.069793,0.057528,0.082058,0.071244,0.046099,0.096389
DMHDS1192,0.055145,0.070499,0.039791,0.105568,-0.059907,0.271044,0.118824,0.036686,0.200962,-0.055041,-0.168068,0.057986
DMHDS1193,0.215492,0.101353,0.329631,0.145857,0.111458,0.180255,0.208181,0.110889,0.305473,0.128355,0.023565,0.233144
DMHDS1195,0.179624,0.256949,0.102299,0.138289,0.219,0.057578,0.121862,0.06971,0.174015,0.219359,0.176527,0.26219
DMHDS1196,0.23441,0.460632,0.008188,-0.11559,0.328813,-0.559992,0.241181,0.35003,0.132331,0.077381,0.346393,-0.191631
DMHDS1204,0.213425,0.404951,0.0219,-0.354342,-0.102584,-0.6061,-0.03721,0.115712,-0.190131,-0.235802,-0.060726,-0.410877
DMHDS1208,-0.09573,-0.149802,-0.041659,-0.094592,-0.224849,0.035665,0.057528,-0.063272,0.178328,0.001694,-0.151429,0.154817
DMHDS1214,-0.005009,-0.127781,0.117763,-0.122707,-0.201,-0.044415,0.055337,-0.033731,0.144405,0.047838,-0.033307,0.128983
DMHDS1222,0.195317,0.06893,0.321703,0.21031,0.00076,0.41986,0.123113,-0.010424,0.256651,0.332133,0.150592,0.513673
DMHDS1224,0.251785,0.412349,0.091222,0.448771,0.571243,0.326299,-0.001705,0.09183,-0.09524,0.303564,0.429101,0.178027
DMHDS1231,0.228645,0.095555,0.361735,0.419465,0.24398,0.59495,0.225494,0.143026,0.307963,0.288857,0.184038,0.393677
DMHDS1237,0.303897,0.065995,0.541799,0.185776,-0.181519,0.553071,0.383761,0.226218,0.541304,0.208167,-0.028916,0.445249
DMHDS0337,0.134051,0.011727,0.256374,0.372657,0.28469,0.460625,0.059523,-0.069924,0.188969,0.243867,0.167142,0.320592
DMHDS0257,0.758356,0.563362,0.953351,0.427349,0.410893,0.443805,0.630431,0.404909,0.855953,0.451811,0.41177,0.491852
DMHDS1101,0.052236,0.160323,-0.055852,-0.206115,-0.015295,-0.396935,0.132059,0.163911,0.100208,-0.023217,0.018149,-0.064583
DMHDS21222,0.332913,0.069068,0.596757,0.212,0.067548,0.356452,0.325996,0.094209,0.557783,0.329763,0.170506,0.48902
DMHDS0745,0.012219,0.074868,-0.05043,-0.013901,-0.119299,0.091497,0.004855,-0.019798,0.029508,0.021675,-0.086178,0.129527
DMHDS1174,0.365371,0.472948,0.257794,0.48436,0.643492,0.325228,0.316665,0.369828,0.263502,0.327716,0.467692,0.18774
DMHDS0389,0.021195,-0.0146,0.05699,0.074056,0.068933,0.079178,0.028888,0.00143,0.056346,-0.011892,-0.004765,-0.01902
DMHDS0909,0.007599,0.054264,-0.039066,0.143525,0.231451,0.055599,0.076078,0.116312,0.035843,0.148588,0.203655,0.093521
DMHDS0684,0.262404,0.243051,0.281757,0.44613,0.477686,0.414575,0.070786,0.00134,0.140231,0.216975,0.165083,0.268867
DMHDS0331,0.346482,0.304545,0.388419,0.261378,0.170354,0.352402,0.20629,0.053083,0.359497,0.199869,0.079811,0.319927
DMHDS1135,0.31807,0.308043,0.328097,0.475954,0.485882,0.466027,0.357032,0.343712,0.370352,0.385413,0.435879,0.334948
DMHDS0588,-0.018198,-0.414295,0.377898,0.076601,-0.276315,0.429517,-0.090478,-0.442547,0.261591,0.164169,-0.184841,0.513178
DMHDS0598,0.290689,0.245717,0.33566,0.240664,0.066429,0.414899,0.291204,0.16154,0.420869,0.282111,0.144062,0.420161
DMHDS0595,0.074289,0.108971,0.039608,-0.13041,-0.162431,-0.098389,0.074907,0.122084,0.027731,-0.049131,-0.106047,0.007784
DMHDS0640,0.538187,0.302115,0.77426,0.667979,0.484759,0.851198,0.385618,0.191896,0.57934,0.427217,0.327766,0.526668
DMHDS1194,0.097814,0.10392,0.091709,0.053981,0.074766,0.033197,0.106698,0.032913,0.180483,-0.085431,-0.19334,0.022478
DMHDS0490,0.083245,0.058701,0.107788,-0.009166,-0.195983,0.177652,0.066762,0.00882,0.124704,0.041022,-0.081085,0.163128
DMHDS0479,0.148766,0.226165,0.071367,0.224125,0.292528,0.155723,0.128851,0.160068,0.097634,0.221636,0.213087,0.230186
DMHDS1102,0.26435,0.064997,0.463703,0.43853,0.295221,0.581839,0.233131,0.153035,0.313227,0.347396,0.25393,0.440862
DMHDS0499,-0.128238,-0.048134,-0.208342,0.078363,0.160973,-0.004248,-0.054073,-0.032231,-0.075915,0.091472,0.129432,0.053512
DMHDS0943,0.044046,-0.013721,0.101813,0.215423,0.235908,0.194937,0.041255,-0.009126,0.091636,0.15778,0.111282,0.204278
DMHDS0686,0.186061,-0.020981,0.393103,0.253199,0.208909,0.297488,0.167014,-0.040202,0.374229,0.25363,0.094727,0.412532
DMHDS0823,0.291361,0.164453,0.418268,0.002506,-0.106769,0.111781,0.142921,0.071386,0.214457,0.094628,0.009884,0.179372
DMHDS1058,0.318078,0.294432,0.341725,0.018654,-0.094965,0.132273,-0.024533,0.002372,-0.051438,0.015629,-0.108363,0.139621
DMHDS0306,0.189227,0.022755,0.355699,-0.040269,-0.136742,0.056204,0.136683,-0.089128,0.362493,0.052061,-0.089455,0.193576
DMHDS0435,0.117535,0.166616,0.068455,0.02933,0.00893,0.04973,0.186875,0.292998,0.080752,0.118887,0.155933,0.081841
DMHDS0298,-0.252542,-0.355879,-0.149206,0.019928,-0.092259,0.132114,-0.057064,-0.195688,0.08156,0.137179,0.064699,0.209659
DMHDS0924,0.290259,0.254266,0.326253,0.233483,0.196189,0.270777,0.260025,0.188898,0.331152,0.331554,0.235737,0.427372
DMHDS0268,-0.050478,0.116148,-0.217104,0.400034,0.586556,0.213512,-0.01762,0.113643,-0.148883,0.345476,0.49725,0.193702
DMHDS0251,0.233463,0.174771,0.292156,0.126794,0.093234,0.160354,0.193824,0.089828,0.29782,0.176187,0.116454,0.235921
DMHDS0676,0.094698,-0.14979,0.339186,0.254864,0.054607,0.455121,-0.084547,-0.237397,0.068302,0.304477,0.147002,0.461952
DMHDS0650,0.100578,0.187932,0.013224,-0.125312,-0.062776,-0.187848,0.075127,0.104835,0.045418,-0.105284,-0.071438,-0.139129
DMHDS0410,0.069823,0.149454,-0.009809,-0.04343,0.104877,-0.191738,0.23051,0.176881,0.284139,0.205134,0.235523,0.174745
DMHDS0255,0.552568,0.415532,0.689604,0.440149,0.494182,0.386117,0.388993,0.262416,0.515569,0.382058,0.369049,0.395066
DMHDS0265,0.537793,0.398451,0.677134,0.274215,0.137796,0.410633,0.322113,0.219204,0.425023,0.400179,0.328819,0.471538
DMHDS0720,-0.266332,-0.440692,-0.091971,0.279023,0.056794,0.501251,-0.108892,-0.177975,-0.039808,0.066607,-0.059775,0.192989
DMHDS0617,0.012031,0.145073,-0.12101,0.089107,0.24121,-0.062996,0.040423,0.119932,-0.039085,0.051325,0.132434,-0.029784
DMHDS0246,0.167081,-0.00634,0.340501,0.180891,0.109764,0.252017,0.163317,-0.063858,0.390492,0.17626,0.012597,0.339923
DMHDS1042,0.158186,-0.003655,0.320027,-0.080296,-0.19675,0.036159,0.295832,0.126937,0.464726,0.057173,-0.134419,0.248766
DMHDS0716,0.231486,0.210886,0.252086,0.094859,0.114905,0.074814,0.181702,0.08025,0.283154,0.11361,0.044502,0.182719
DMHDS0988,0.267279,0.138077,0.39648,0.337393,0.335137,0.339649,0.146656,0.031995,0.261318,0.173776,0.13396,0.213592
DMHDS1206,-0.137727,-0.085085,-0.190369,-0.019985,-0.101023,0.061052,-0.056914,-0.005242,-0.108585,-0.008551,-0.032013,0.014911
DMHDS0694,-0.20425,-0.337096,-0.071405,0.1714,0.014451,0.328349,-0.009291,-0.121945,0.103362,0.087233,-0.119076,0.293543
DMHDS1090,0.208108,0.168475,0.24774,0.302747,0.362933,0.24256,0.175327,0.234105,0.116549,0.301768,0.354645,0.248891
DMHDS2201,0.179078,0.107489,0.250666,-0.113573,-0.233295,0.006149,0.149581,0.064972,0.23419,0.00273,-0.065932,0.071392
DMHDS1120,0.397652,0.213157,0.582146,0.202663,0.120886,0.284441,0.277464,0.16322,0.391707,0.30141,0.239493,0.363328
DMHDS1096,-0.164802,-0.283615,-0.04599,-0.028745,-0.116143,0.058654,-0.105423,-0.205949,-0.004898,-0.017488,-0.066683,0.031708
